Student_ID,Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA,Productivity_Score,Performance_Category,Prediction
6088,18.0,0,2.9,5.4,5.4,0.6,72.3,96.7,6.8,0.6,5.542839731870811,2.1,2,0,6.3,8.6,6.4,50.55,2,2
6089,22.0,0,5.7,7.8,6.047861775435752,2.3,80.3,83.6,3.1,5.7,3.5,4.7,0,0,4.0,4.6,5.9,58.34,2,2
6090,16.0,2,6.3,5.3,2.2,4.4,71.1,68.3,7.0,2.6,7.2,6.5,0,0,4.0,5.9,6.38,52.85,2,2
6091,19.0,1,1.4,8.0,5.1,4.8,75.4,78.1,3.5,5.0,7.3,5.5,1,0,5.4,7.5,4.46,52.58,2,2
6092,22.0,1,2.0,8.4,1.0,3.1,77.6,64.5,8.2,4.6,5.4,6.8,1,0,6.7,2.0,7.7,68.95,0,0
6093,19.0,0,4.8,6.1,6.0,3.7,77.1,71.9,7.8,4.4,4.5,7.6,0,0,2.8,1.1,7.54,60.15,2,2
6094,20.134890807516506,1,8.9,8.6,7.2,3.5,81.9,82.3,1.3,2.4,5.9,3.4,2,0,1.1,4.7,6.17,32.47,1,1
6095,18.0,0,6.7,5.0,7.0,4.7,91.6,49.3,7.9,2.6,1.0,6.2,2,0,2.7,7.7,6.21,34.02,1,1
6096,22.0,2,3.7,8.4,4.5,1.0,70.2,83.0,0.3,7.0,1.4,5.1,0,0,0.0,7.1,5.33,58.84,2,2
6097,16.0,0,0.0,8.9,1.0,3.5,97.5,49.6,3.4,13.3,6.4,5.957923664122137,1,0,1.7,11.2,7.93,58.25,2,2
6098,23.0,1,4.4,7.4,2.9,1.4,80.6,52.1,8.3,6.9,2.2,4.6,1,0,6.2,3.7,5.83,72.98,0,0
6099,18.0,1,4.9,6.7,9.1,5.0,96.4,86.8,4.8,5.0,3.8,7.1,0,1,3.2,7.6,5.8,63.73,0,0
6100,23.0,0,3.4,7.4,8.2,1.1,75.5,59.8,9.4,3.7,6.0,2.8,1,0,5.9,3.6,7.4,58.15,2,2
6101,19.0,0,2.5,6.2,5.8,3.7,68.7,57.2,7.6,2.7,7.4,4.2,0,1,6.9,2.4,8.35,42.88,1,1
6102,22.0,1,4.5,10.0,6.4,1.4,81.0,69.7,5.1,1.8,6.3,5.1,0,1,5.2,4.2,4.85,43.89,1,1
6103,19.0,0,2.3,6.2,3.4,4.4,100.0,64.4,4.7,2.5,5.3,7.2,0,0,8.3,3.6,7.28,58.07,2,2
6104,24.0,1,7.9,8.7,9.2,3.8,62.3,79.2,9.3,0.5,5.5,4.8,1,0,7.6,5.0,5.93,53.96,2,2
6105,17.0,0,7.2,6.0,4.2,3.4,88.8,78.1,4.9,2.8,4.6,4.3,1,0,7.1,3.8,9.61,69.46,0,0
6106,18.0,1,5.5,9.1,7.1,6.5,82.3,57.3,5.991217524197657,3.8,5.5,5.1,0,1,5.8,11.5,8.81,49.6,2,2
6107,20.0,1,4.4,9.6,2.7,1.7,85.3,44.2,4.0,1.4,5.2,9.1,0,0,7.4,3.0,6.25,58.04,2,2
6108,17.0,0,2.9,7.5,5.6,4.7,64.3,71.3,6.3,6.0,7.4,10.0,2,1,4.0,9.8,7.38,60.24,2,2
6109,18.0,1,4.2,7.4,9.1,5.1,85.9,94.8,4.3,4.8,5.5,6.4,0,0,8.0,16.4,7.26,61.45,2,2
6110,24.0,1,7.5,5.8,3.6,4.7,83.8,73.8,10.0,2.9,4.7,1.0,1,0,5.4,8.5,6.25,57.94,2,2
6111,25.0,1,5.9,5.6,7.9,1.8,60.7,68.7,4.6,4.8,7.4,7.9,2,1,2.8,0.8,5.77,42.05,1,1
6112,19.0,1,4.6,7.4,3.3,3.03210685483871,81.7,100.0,4.6,3.6,5.9,3.6,1,0,3.6,9.4,4.72,71.92,0,0
6113,24.0,1,6.0,8.9,3.7,1.9,76.8,88.5,3.8,2.7,6.3,6.9,0,0,1.8,3.4,7.32,65.46,0,0
6114,20.0,2,5.3,6.3,6.0,2.5,75.4,43.9,7.9,0.8,2.3,2.9,0,0,3.8,4.3,9.2,55.87,2,2
6115,18.0,0,5.0,9.9,6.047861775435752,1.5,79.4,70.0,5.4,2.9,3.4,3.5,0,0,2.4,17.5,8.64,50.52,2,2
6116,22.0,0,6.2,6.2,5.3,2.3,94.1,79.0,5.991217524197657,0.5,5.7,5.9,0,0,4.1,0.7,6.56,64.84,0,0
6117,21.0,0,5.2,7.3,7.5,5.6,86.0,55.8,8.5,6.0,7.5,6.9,1,1,7.1,5.3,4.59,76.61,0,0
6118,25.0,1,5.9,7.3,8.9,2.4,66.4,69.7,6.8,2.4,7.0,1.0,1,0,2.1,2.2,7.75,52.17,2,2
6119,18.0,1,4.5,6.9,4.1,3.2,86.5,75.4,6.7,0.9,3.9,3.9,0,1,5.0,5.1,6.3,61.39,2,2
6120,21.0,1,3.7,4.3,2.2,1.7,79.4,71.0,3.4,2.8,6.3,7.9,1,0,1.9,15.8,6.11,30.48,1,1
6121,16.0,0,3.1,6.2,5.1,3.0,72.0,53.2,2.7,2.7,8.0,4.2,1,0,4.3,6.7,6.54,36.82,1,1
6122,17.0,0,2.9,7.3,9.2,4.5,63.9,100.0,2.7,3.7,4.6,3.6,0,0,0.4,5.3,5.89,39.82,1,1
6123,16.0,1,1.0,6.9,4.0,3.9,90.5,79.8,6.2,3.0,4.3,5.1,1,1,0.0,10.4,8.63,65.53,0,0
6124,25.0,1,2.4,7.8,8.5,5.6,72.6,59.5,10.0,4.3,7.0,9.5,0,0,6.2,14.5,7.4,61.48,2,2
6125,23.0,0,2.3,8.0,5.3,0.8,91.8,90.8,4.8,4.0,8.4,7.9,1,0,1.6,2.0,6.55,64.12,0,0
6126,22.0,0,3.2,6.7,10.4,1.6,66.0,74.2518720906699,8.3,1.0,5.8,6.8,0,0,6.0,6.9,4.84,39.48,1,1
6127,20.134890807516506,0,7.3,5.7,11.6,2.3,100.0,92.9,7.2,1.5,2.7,5.7,0,0,7.7,6.4,4.49,55.66,2,2
6128,19.0,1,3.9,9.0,8.6,5.7,100.0,73.1,6.1,1.0,6.6,7.5,0,0,1.0,3.5,8.5,59.41,2,2
6129,17.0,0,4.7,5.2,1.9,3.5,87.0,48.4,5.5,3.5,6.6,7.6,2,0,5.5,16.4,6.58,61.03,2,2
6130,18.0,1,4.7,6.2,1.0,0.4,96.9,55.8,5.1,3.6,6.5,4.6,0,1,1.5,3.1,6.37,60.37,2,2
6131,19.0,0,7.4,5.9,6.2,5.0,74.1,95.5,5.0,0.9,4.2,4.2,0,0,7.2,5.7,4.88,49.26,2,2
6132,22.0,0,3.0,8.0,8.3,3.2,72.8,93.6,7.3,2.8,10.0,5.5,1,0,6.0,4.9,9.34,61.98,2,2
6133,20.0,0,3.8,8.7,7.3,4.6,95.5,51.1,7.9,3.6,9.1,8.1,0,0,4.6,3.6,6.489753023681269,65.45,0,0
6134,17.0,1,4.0,6.8,4.2,5.9,82.0,100.0,5.1,3.8,5.2,7.9,0,1,8.5,4.9,6.44,67.84,0,0
6135,16.0,1,6.5,7.3,2.3,1.2,62.2,93.5,5.0,1.1,3.2,5.2,1,0,6.3,7.5,6.59,68.54,0,0
6136,17.0,1,6.9,7.6,8.3,5.8,81.0,63.6,4.7,1.9,4.2,4.4,0,0,4.1,1.9,7.98,47.47,2,2
6137,19.0,1,5.1,9.3,10.6,2.9,64.1,73.6,8.2,1.9,7.0,7.8,0,0,5.9,5.7,7.21,58.03,2,2
6138,24.0,0,6.7,4.7,4.3,2.3,77.6,35.4,7.9,1.5,6.6,5.3,2,0,4.050203624516392,8.8,4.44,36.98,1,1
6139,21.0,2,4.6,8.0,8.1,3.3,93.6,62.4,9.2,2.1,6.8,8.3,1,0,3.2,6.8,6.72,65.57,0,0
6140,23.0,1,3.9,7.5,12.5,0.9,99.0,71.2,4.2,2.8,6.3,6.1,1,1,5.7,8.7,7.54,65.03,0,0
6141,20.0,1,6.6,6.5,5.5,3.0,83.6,80.6,4.6,0.1,7.4,7.2,2,0,7.2,7.6,5.68,50.58,2,2
6142,19.0,1,5.2,7.4,5.6,2.6,97.4,72.9,9.6,0.5,4.0,4.6,1,0,2.9,2.9,8.84,67.01,0,0
6143,17.0,0,2.7,8.0,7.4,1.3,74.0,77.5,8.9,7.5,3.8,9.3,0,1,7.3,14.9,6.48,77.33,0,0
6144,23.0,2,6.2,7.8,5.3,1.8,100.0,57.6,3.8,3.2008618067525094,5.542839731870811,3.6,1,0,4.5,3.3,5.17,53.81,2,2
6145,22.0,1,3.8,9.8,9.3,5.0,70.6,80.8,4.0,2.6,3.2,7.5,2,0,0.0,7.6,7.52,50.39,2,2
6146,18.0,1,3.5,7.2,5.0,2.7,69.5,100.0,6.6,3.1,2.1,4.0,0,0,1.7,4.1,5.68,68.23,0,0
6147,20.0,0,6.0,7.0,5.9,1.2,74.0,82.9,8.7,3.6,5.9,9.0,2,0,5.2,3.3,7.62,73.49,0,0
6148,20.134890807516506,0,4.0,6.8,2.4,3.8,70.3,75.6,4.0,4.8,4.0,3.2,0,0,5.4,4.1,6.61,49.28,2,2
6149,21.0,1,5.0,7.7,5.4,4.4,86.7,61.7,6.2,7.6,5.7,10.0,0,0,5.7,1.1,7.49,77.86,0,0
6150,24.0,0,5.5,7.0,3.5,3.0,96.3,68.6,8.4,6.2,6.0,9.9,1,0,3.4,8.4,6.22,85.36,0,0
6151,21.0,2,2.6,7.0,6.9,0.8,80.2,51.4,5.6,2.1,3.8,8.0,0,1,9.8,0.6,6.04,60.1,2,2
6152,20.0,0,5.0,6.976601980998585,1.8,0.0,84.0,49.0,5.8,9.7,5.6,7.7,1,0,6.9,2.0,5.66,68.6,0,0
6153,16.0,0,6.9,6.8,8.4,1.4,62.0,73.7,9.1,3.2008618067525094,4.3,7.6,1,1,6.0,1.3,7.42,58.09,2,2
6154,16.0,1,2.3,6.2,3.8,4.9,81.3,85.0,5.1,1.3,2.2,4.7,2,0,3.9,10.5,6.67,56.98,2,2
6155,18.0,0,5.1,7.5,10.5,4.7,100.0,59.6,8.8,2.9,6.5,5.0,1,0,0.0,1.0,9.14,63.57,0,0
6156,16.0,1,2.5,6.6,9.4,1.6,98.4,96.5,5.7,1.7,8.2,7.0,2,0,8.6,6.0,4.65,52.46,2,2
6157,22.0,1,6.2,7.8,7.3,2.6,65.8,64.9,3.6,3.2008618067525094,6.0,9.0,2,0,2.8,1.3,7.45,52.32,2,2
6158,22.0,1,6.2,7.1,2.2,4.3,74.3,73.4,7.2,1.1,8.6,5.957923664122137,1,0,4.7,0.4,10.0,66.9,0,0
6159,17.0,1,3.5,6.5,4.4,2.8,100.0,92.0,4.6,1.7,6.9,2.3,0,1,6.9,17.2,5.95,46.64,1,1
6160,23.0,1,8.6,9.0,3.8,4.7,85.4,69.4,3.4,2.7,4.1,7.7,0,0,4.7,6.6,9.13,65.48,0,0
6161,17.0,0,6.4,6.9,4.1,2.8,99.7,86.3,10.0,4.1,5.6,4.9,0,0,6.3,6.4,6.81,71.27,0,0
6162,19.0,0,5.6,7.8,9.9,3.9,100.0,85.3,6.9,1.0,9.7,7.6,2,0,1.0,1.8,4.54,51.35,2,2
6163,18.0,0,5.5,6.1,5.6,2.4,79.81730107309173,62.9,5.3,2.2,4.0,4.7,1,1,2.6,1.8,5.34,44.2,1,1
6164,19.0,1,6.2,4.4,4.4,1.6,89.4,63.4,5.3,3.5,5.7,8.1,1,0,5.5,1.9,8.52,52.87,2,2
6165,18.0,1,2.2,6.3,4.1,5.1,82.4,97.0,9.4,2.8,7.7,7.6,0,1,4.1,11.5,8.55,56.78,2,2
6166,20.0,0,4.6,4.2,4.7,0.3,100.0,98.8,9.5,0.8,7.4,5.8,0,0,4.4,12.6,7.43,53.24,2,2
6167,19.0,1,5.0,6.7,7.3,1.9,100.0,86.3,4.8,5.5,4.1,3.6,0,0,1.1,2.4,10.0,66.35,0,0
6168,25.0,2,3.4,8.9,1.9,2.8,69.2,59.4,6.6,2.8,9.8,8.8,1,0,6.9,5.0,9.08,67.8,0,0
6169,16.0,1,5.1,5.8,6.2,4.5,100.0,90.6,5.2,1.4,5.6,6.5,2,1,4.9,5.0,7.45,66.54,0,0
6170,17.0,0,6.7,4.3,7.1,1.4,82.2,70.0,5.991217524197657,1.6,5.2,5.7,2,0,5.5,7.5,6.41,31.97,1,1
6171,16.0,1,3.4,9.0,1.7,3.2,88.2,52.2,5.2,5.3,4.1,6.4,0,1,3.1,3.1,6.12,60.45,2,2
6172,21.0,0,4.1,6.4,2.5,0.5,45.5,63.5,1.7,14.9,8.4,3.3,1,0,6.4,8.0,6.68,42.23,1,1
6173,16.0,0,2.6,7.0,5.9,3.8,93.1,71.0,3.7,6.6,2.9,7.5,0,0,1.4,1.2,6.55,59.85,2,2
6174,23.0,2,0.6,8.0,9.6,6.3,52.0,94.6,8.3,1.6,4.8,5.4,1,0,4.9,5.7,4.46,42.92,1,1
6175,20.0,2,5.8,7.7,9.0,0.0,78.1,60.6,4.4,3.8,8.2,6.1,2,0,2.3,3.7,7.69,38.08,1,1
6176,20.0,1,4.1,8.0,4.5,1.7,72.8,57.6,7.7,2.9,6.9,6.5,0,1,0.8,3.6,7.39,52.98,2,2
6177,21.0,0,4.3,8.2,9.5,4.5,86.1,66.3,6.8,2.9,9.2,2.2,0,0,1.7,1.0,6.52,49.49,2,2
6178,18.0,1,2.2,4.7,5.2,8.3,82.3,72.8,4.4,4.4,8.1,1.6,0,0,4.7,5.3,8.35,27.31,1,1
6179,18.0,0,3.8,5.2,5.2,3.03210685483871,87.6,87.1,5.7,0.7,3.4,2.3,0,1,6.3,1.9,4.49,34.24,1,1
6180,19.0,1,6.4,8.5,6.2,1.7,96.2,85.3,4.6,6.5,6.6,4.3,0,0,0.7,7.3,8.3,56.45,2,2
6181,21.0,0,4.2,6.0,8.1,2.7,66.9,34.5,5.2,0.9,2.9,5.5,0,0,10.0,2.5,5.31,38.26,1,1
6182,18.0,0,4.3,6.1,4.5,0.8,77.3,68.6,2.1,1.5,6.9,2.3,1,1,3.8,5.5447261663286005,8.95,48.52,2,2
6183,17.0,1,4.6,5.4,5.0,4.4,69.0,77.2,5.7,7.7,3.2,3.0,2,0,3.8,6.3,5.46,55.44,2,2
6184,25.0,1,1.7,6.5,2.9,4.9,68.0,59.3,4.7,1.4,5.5,6.2,0,0,2.6,5.6,5.24,38.01,1,1
6185,16.0,1,5.4,6.5,6.9,5.5,100.0,61.0,6.2,3.0,2.8,3.4,1,0,2.1,3.3,6.92,60.7,2,2
6186,23.0,0,1.7,5.8,8.3,2.4,63.5,86.2,7.2,1.3,4.5,4.5,1,0,2.1,10.3,6.28,45.88,1,1
6187,22.0,1,2.3,5.6,8.5,1.5,69.3,87.3,7.4,3.9,4.5,8.5,0,0,7.8,1.4,5.56,54.67,2,2
6188,19.0,0,2.1,7.4,2.6,5.7,100.0,71.8,4.8,0.8,5.2,6.7,0,1,4.7,5.4,6.83,57.11,2,2
6189,17.0,0,3.8,6.0,5.0,5.5,78.4,82.2,4.6,1.7,7.5,2.4,0,1,1.7,11.4,5.62,42.23,1,1
6190,17.0,0,3.5,6.2,9.1,1.2,79.2,83.3,5.7,7.0,3.9,6.2,0,0,5.8,7.8,6.46,63.57,0,0
6191,22.0,0,4.2,4.2,6.6,2.3,85.2,55.3,8.4,1.4,3.0,6.9,0,0,6.0,1.6,4.96,43.11,1,1
6192,21.0,1,2.4,9.5,6.1,4.4,64.3,55.5,4.9,3.2,5.8,8.0,1,0,7.7,5.8,7.63,49.19,2,2
6193,22.0,0,6.2,8.2,6.0,2.5,68.0,67.9,4.5,0.1,7.2,5.957923664122137,1,0,0.0,6.7,3.63,47.99,2,2
6194,24.0,0,5.9,6.4,7.4,3.1,72.0,62.5,3.6,6.3,5.0,7.1,0,0,6.2,5.8,6.24,49.83,2,2
6195,22.0,2,3.9,5.8,6.7,0.4,93.5,64.3,7.1,6.5,6.8,6.1,1,0,7.9,5.9,6.15,56.62,2,2
6196,17.0,0,3.2,7.0,4.6,1.0,88.7,73.3,5.4,5.3,5.3,7.0,2,0,2.6,2.1,8.5,53.61,2,2
6197,18.0,0,3.0,7.0,8.2,2.8,71.8,73.3,3.8,0.5,5.1,8.0,1,0,10.0,5.5447261663286005,8.48,53.4,2,2
6198,23.0,1,3.6,5.3,3.0,1.7,78.3,28.9,4.2,5.4,7.1,5.7,2,0,5.2,8.7,8.28,37.58,1,1
6199,18.0,0,1.4,3.7,9.3,0.9,90.1,76.7,7.5,1.5,8.1,4.4,1,0,1.7,6.2,9.1,14.19,1,1
6200,17.0,0,2.3,6.3,3.8,2.4,49.0,70.5,6.3,1.6,6.8,5.7,0,0,3.8,5.2,6.51,48.77,2,2
6201,22.0,0,5.9,5.0,7.4,1.4,83.9,79.1,4.5,12.2,5.542839731870811,5.1,0,0,4.7,0.8,7.62,47.9,2,2
6202,19.0,0,4.8,7.2,5.6,3.1,89.9,63.5,7.3,7.0,2.6,5.7,1,0,4.050203624516392,3.5,7.02,73.94,0,0
6203,24.0,1,7.5,7.2,4.8,4.8,68.1,63.6,8.3,4.1,5.5,1.7,0,1,0.0,2.8,6.489753023681269,48.03,2,2
6204,21.0,2,3.6,5.7,9.4,2.5,88.5,68.0,7.4,2.4,3.4,8.3,2,0,5.8,5.4,8.17,66.57,0,0
6205,17.0,2,3.5,6.3,7.9,2.2,80.2,94.2,6.5,2.1,6.2,6.5,1,0,5.7,8.6,5.66,58.05,2,2
6206,24.0,1,3.4,9.3,5.9,4.9,100.0,67.5,9.7,8.2,4.5,8.5,1,1,2.1,10.2,8.0,83.72,0,0
6207,18.0,0,3.6,8.0,10.4,4.3,73.2,95.0,8.9,3.5,8.9,3.8,1,0,6.8,4.2,7.56,45.54,1,1
6208,19.0,1,2.9,6.4,8.4,4.4,87.7,92.6,6.1,11.2,8.2,7.1,0,0,3.0,0.9,7.61,53.48,2,2
6209,19.0,0,4.7,10.0,4.0,0.0,60.9,68.9,8.2,3.2008618067525094,6.8,5.6,1,0,2.9,13.2,7.28,54.4,2,2
6210,16.0,1,4.3,5.4,1.0,2.2,81.0,65.8,7.4,7.8,2.4,6.3,1,1,6.6,5.6,6.24,59.74,2,2
6211,20.0,2,3.2,5.9,6.3,2.0,90.6,66.4,4.8,0.6,3.7,7.3,1,0,2.8,4.6,6.81,57.14,2,2
6212,17.0,1,6.7,6.9,9.5,1.5,73.2,72.4,9.5,1.9,7.9,7.8,1,0,5.3,7.0,9.71,73.9,0,0
6213,19.0,0,8.0,5.0,7.5,4.9,94.6,64.9,9.7,2.0,5.2,4.9,1,0,4.0,1.2,8.26,52.08,2,2
6214,19.0,1,6.5,9.3,9.9,2.0,92.0,88.2,8.6,3.4,5.542839731870811,4.9,0,0,5.9,0.8,6.92,60.54,2,2
6215,22.0,1,5.3,7.2,4.5,0.5,81.9,63.4,7.4,8.0,2.7,6.7,0,1,4.0,3.2,5.82,74.89,0,0
6216,23.0,0,5.7,6.0,5.7,3.4,76.5,90.5,8.1,4.8,2.1,1.0,0,0,2.1,5.5447261663286005,6.17,51.92,2,2
6217,17.0,1,7.9,7.6,5.8,3.0,40.0,58.2,5.3,0.5,4.9,7.7,0,1,0.9,5.6,5.96,42.68,1,1
6218,19.0,0,5.7,7.2,6.6,1.3,71.6,45.0,8.4,2.0,6.8,6.7,2,1,4.0,2.0,6.22,44.83,1,1
6219,19.0,2,3.0,6.6,7.9,4.8,94.3,42.7,3.2,3.1,2.3,6.4,0,1,4.4,1.1,5.18,47.33,2,2
6220,17.0,0,5.0,5.4,10.1,4.0,76.4,65.3,5.3,8.1,7.0,6.4,1,1,6.3,4.9,7.0,43.9,1,1
6221,23.0,0,5.5,5.1,10.6,3.9,85.9,60.5,0.5,2.5,6.7,2.3,1,0,5.8,1.1,7.52,27.51,1,1
6222,22.0,1,2.2,9.8,10.2,3.9,74.0,59.7,6.9,2.5,7.9,5.957923664122137,1,0,4.1,3.7,10.0,42.43,1,1
6223,18.0,1,3.6,5.2,7.7,5.0,61.5,92.7,8.3,2.3,4.1,6.5,0,1,2.7,6.6,3.88,40.35,1,1
6224,19.0,0,6.4,9.2,5.1,2.7,89.7,61.8,9.6,4.7,8.5,6.5,1,0,1.4,6.7,8.78,81.17,0,0
6225,17.0,1,0.6,5.9,6.6,0.8,64.0,39.6,5.5,1.0,3.7,10.0,0,0,2.9,6.8,3.91,34.88,1,1
6226,21.0,1,1.7,8.0,7.6,2.6,76.6,85.2,6.5,1.7,1.3,4.9,0,1,5.6,6.5,5.86,58.58,2,2
6227,17.0,1,3.8,7.6,6.3,0.0,84.7,99.0,6.0,3.2008618067525094,5.7,6.9,0,0,7.0,9.7,6.8,66.64,0,0
6228,25.0,0,4.9,7.9,3.7,1.1,71.2,83.1,10.0,2.2,7.3,2.8,1,1,0.0,3.4,5.78,56.45,2,2
6229,22.0,1,1.5,8.0,4.8,5.9,100.0,62.9,6.7,3.7,4.1,3.7,1,0,2.7,3.8,3.41,51.0,2,2
6230,20.134890807516506,0,3.9,4.9,8.2,1.0,100.0,78.1,10.0,2.5,6.1,9.2,1,1,1.1,3.1,6.59,55.32,2,2
6231,21.0,1,6.5,6.1,5.4,0.9,69.5,60.5,8.7,0.1,7.8,5.2,2,0,6.2,4.2,5.93,52.75,2,2
6232,24.0,1,4.3,5.2,6.1,4.2,70.0,57.5,7.7,3.8,8.6,6.2,0,0,4.5,1.6,4.14,36.49,1,1
6233,20.0,0,6.1,7.2,5.8,4.6,74.3,71.4,4.8,0.5,7.2,6.6,0,0,3.4,6.3,5.34,47.31,2,2
6234,18.0,1,3.0,5.3,3.8,0.0,95.0,74.0,3.6,2.3,5.0,9.2,0,0,0.0,5.6,7.49,66.13,0,0
6235,19.0,0,2.6,4.4,5.6,3.4,86.3,71.3,6.2,5.7,5.1,5.9,2,0,3.9,10.3,6.03,39.21,1,1
6236,23.0,0,5.9,6.7,4.9,2.0,89.8,100.0,6.2,1.3,4.7,4.6,0,0,0.2,2.4,4.03,52.34,2,2
6237,21.0,1,4.9,4.1,4.3,3.6,97.1,75.8,3.4,4.5,5.6,4.4,0,0,5.6,9.5,6.15,43.76,1,1
6238,21.0,0,1.8,7.3,3.4,2.5,68.2,92.3,8.4,6.2,7.2,6.4,0,0,3.5,4.0,10.0,77.63,0,0
6239,23.0,1,2.6,5.4,5.7,0.5,86.5,100.0,6.4,3.1,3.5,7.8,1,0,5.2,2.4,7.23,71.32,0,0
6240,24.0,0,7.3,5.9,7.5,2.1,80.7,66.5,7.3,6.2,4.2,4.6,0,0,10.0,3.8,5.6,50.5,2,2
6241,24.0,0,2.4,4.0,8.8,4.1,85.6,77.7,9.7,7.0,7.1,4.3,0,0,2.0,7.7,7.09,43.07,1,1
6242,17.0,0,6.1,9.1,2.5,6.5,94.9,89.7,4.3,4.5,5.2,7.6,0,1,3.7,3.5,6.9,73.21,0,0
6243,20.0,1,3.2,5.1,10.0,3.7,78.0,77.2,5.991217524197657,1.1,5.9,8.3,0,0,0.6,5.2,6.38,28.85,1,1
6244,22.0,1,4.2,6.5,6.7,2.3,70.9,70.0,4.7,2.0,6.9,9.3,2,0,4.2,3.3,3.97,42.38,1,1
6245,22.0,0,4.8,4.7,3.2,0.9,66.3,100.0,9.8,1.3,5.2,6.3,2,0,1.0,3.9,5.04,53.73,2,2
6246,21.0,1,0.0,5.9,5.0,2.7,100.0,96.6,6.0,3.4,3.7,7.0,1,1,1.0,2.4,8.55,65.02,0,0
6247,18.0,1,1.3,9.3,1.3,2.3,79.5,37.2,5.6,2.7,9.1,6.9,2,0,3.9,6.1,5.4,43.55,1,1
6248,23.0,0,4.4,7.4,1.9,3.6,62.2,99.4,4.9,5.1,6.4,5.957923664122137,0,0,4.5,2.0,5.97,57.42,2,2
6249,22.0,0,2.8,6.1,10.3,2.9,98.0,100.0,6.0,1.6,7.6,8.6,1,0,4.050203624516392,2.0,10.0,64.17,0,0
6250,17.0,1,6.2,7.0,4.3,3.9,57.8,96.5,4.7,0.9,5.0,7.8,1,0,4.050203624516392,1.5,2.91,51.41,2,2
6251,20.0,1,1.0,6.3,7.3,2.4,59.9,88.5,4.9,2.3,6.2,6.8,2,1,0.1,6.0,8.01,41.17,1,1
6252,18.0,1,5.3,6.9,5.7,6.1,75.9,100.0,8.3,2.9,8.2,6.6,0,1,4.2,2.5,3.56,66.27,0,0
6253,19.0,1,1.4,8.0,6.0,4.1,72.9,90.9,10.0,1.7,6.2,6.3,2,0,2.0,6.4,7.16,53.29,2,2
6254,16.0,1,3.5,6.6,6.9,1.7,84.1,85.4,4.1,0.7,5.6,10.0,2,0,6.6,12.6,6.79,60.07,2,2
6255,19.0,1,2.1,7.3,1.0,4.8,55.0,77.4,4.8,0.2,3.2,2.0,0,0,4.5,2.8,6.34,43.93,1,1
6256,20.0,2,8.0,7.3,9.3,0.9,84.2,55.7,4.8,1.1,1.1,5.0,2,1,6.4,0.1,8.19,46.97,2,2
6257,21.0,0,1.5,6.6,5.8,1.5,96.6,50.3,9.5,1.8,9.5,6.1,2,0,4.9,2.4,5.35,43.76,1,1
6258,21.0,1,4.0,6.0,4.7,1.6,67.2,88.9,7.7,8.1,5.5,8.6,0,0,9.0,2.7,10.0,85.1,0,0
6259,23.0,1,0.7,6.3,7.2,5.4,75.1,88.6,5.4,4.0,10.0,6.8,2,0,3.1,0.5,6.75,37.56,1,1
6260,18.0,0,7.4,7.9,4.2,2.7,69.6,74.2,4.9,5.9,6.8,4.5,0,0,0.4,6.9,6.64,70.34,0,0
6261,17.0,1,5.0,8.0,6.5,1.9,84.2,59.6,9.4,5.3,4.2,4.1,1,0,0.9,11.7,6.489753023681269,75.18,0,0
6262,23.0,0,4.5,5.5,5.6,3.3,66.0,54.7,6.1,8.3,5.1,6.4,0,0,6.1,6.7,5.51,43.1,1,1
6263,17.0,0,7.1,6.7,7.8,4.0,64.4,68.5,5.9,2.0,9.0,5.2,0,0,3.8,2.2,6.54,46.66,2,1
6264,25.0,1,4.5,6.0,5.5,5.9,78.0,87.6,1.2,6.9,8.6,10.0,1,0,4.2,5.5447261663286005,7.02,65.54,0,0
6265,23.0,1,4.6,8.0,3.4,0.3,84.4,74.2518720906699,7.8,4.4,7.6,6.5,1,0,6.1,3.5,7.1,82.84,0,0
6266,20.0,0,4.5,6.4,6.9,5.3,82.0,74.6,6.0,3.1,2.2,5.957923664122137,1,0,6.7,4.3,6.84,75.58,0,0
6267,25.0,2,5.3,9.9,5.3,0.0,74.3,80.2,6.2,0.5,2.1,10.0,1,0,0.1,18.3,4.75,57.58,2,2
6268,17.0,0,3.2,7.3,1.4,4.6,88.7,95.3,6.2,4.7,8.3,3.9,1,0,0.3,7.9,10.0,74.59,0,0
6269,19.0,0,3.8,8.5,6.5,5.1,83.0,73.9,8.1,0.8,6.8,6.2,0,0,3.4,5.5447261663286005,5.66,54.37,2,2
6270,21.0,1,5.8,5.7,4.7,5.2,64.8,81.6,1.1,8.9,8.9,4.6,2,1,2.9,7.9,4.25,39.16,1,1
6271,19.0,1,4.8,7.0,6.9,4.0,45.2,89.8,3.4,3.3,5.3,4.4,1,0,2.9,5.1,5.15,35.21,1,1
6272,24.0,0,4.0,7.8,3.9,1.1,86.8,94.8,10.0,4.1,3.4,5.957923664122137,0,0,5.0,3.5,7.34,81.97,0,0
6273,16.0,0,1.4,5.7,3.0,4.3,76.7,76.0,3.3,1.3,6.2,8.1,2,1,1.5,8.5,9.0,45.4,1,1
